Date,Fuel Type,avg_stock_pct,avg_sales_litres,avg_deliveries_litres
2020-02-26,Diesel,45.45113709060249,11175.516304347826,10469.527173913044
2020-02-26,Petrol,40.36484681697741,7272.423913043478,7037.554347826087
2020-02-26,Total,42.7834794125039,18447.956521739132,17507.032608695652
2020-02-27,Diesel,44.20037583001604,11341.08695652174,10408.96195652174
2020-02-27,Petrol,40.040638309651335,7466.342391304348,7197.445652173913
2020-02-27,Total,42.013399091516035,18807.347826086956,17606.42391304348
2020-02-28,Diesel,42.29564199716203,11918.33152173913,10508.20652173913
2020-02-28,Petrol,38.56904041410776,8542.66304347826,7283.978260869565
2020-02-28,Total,40.35170189640004,20461.054347826088,17792.190217391304
2020-02-29,Diesel,43.39789187775728,8726.798913043478,9562.777173913044
2020-02-29,Petrol,37.39567358702875,7915.125,6945.951086956522
2020-02-29,Total,40.23667173836421,16641.929347826088,16508.755434782608
2020-03-01,Diesel,44.96257339563708,7673.434782608696,8819.614130434782
2020-03-01,Petrol,37.00760827913745,7178.048913043478,6905.20652173913
2020-03-01,Total,40.76911756351578,14851.548913043478,15724.820652173914
2020-03-02,Diesel,43.00112604264791,11441.315217391304,10093.179347826086
2020-03-02,Petrol,36.76932133026717,7531.326086956522,7329.527173913043
2020-03-02,Total,39.7090384033382,18972.53804347826,17422.695652173912
2020-03-03,Diesel,43.4217127983664,11208.076086956522,11353.652173913044
2020-03-03,Petrol,37.53764556181349,7246.597826086957,7783.657608695652
2020-03-03,Total,40.3265627651969,18454.684782608696,19137.32608695652
2020-03-04,Diesel,43.556615611776245,10905.804347826086,10901.896739130434
2020-03-04,Petrol,38.56138956768631,7021.809782608696,7734.33152173913
2020-03-04,Total,40.925953592475416,17927.554347826088,18636.233695652172
2020-03-05,Diesel,42.719384095697755,11285.173913043478,10601.5
2020-03-05,Petrol,38.6325625972258,7437.380434782609,7461.733695652174
2020-03-05,Total,40.56897407555724,18722.570652173912,18063.217391304348
2020-03-06,Diesel,42.668556782124405,11492.907608695652,11490.679347826086
2020-03-06,Petrol,38.41892788592473,8182.771739130435,7980.396739130435
2020-03-06,Total,40.434924355803,19675.728260869564,19471.070652173912
2020-03-07,Diesel,44.588836254091724,8126.58152173913,9486.282608695652
2020-03-07,Petrol,38.046608285690766,7396.461956521739,7010.608695652174
2020-03-07,Total,41.14602981360596,15523.054347826086,16496.95108695652
2020-03-08,Diesel,46.57353492830445,7020.559782608696,8433.141304347826
2020-03-08,Petrol,38.613751774743335,6551.33152173913,6958.304347826087
2020-03-08,Total,42.35973372608157,13571.847826086956,15391.472826086956
2020-03-09,Diesel,46.27509471660792,10799.79347826087,10530.304347826086
2020-03-09,Petrol,39.485061182033135,6957.70652173913,7625.173913043478
2020-03-09,Total,42.67150823837154,17757.467391304348,18155.489130434784
2020-03-10,Diesel,46.384296663311794,10895.489130434782,10898.483695652174
2020-03-10,Petrol,40.59097077586439,6939.005434782609,7758.760869565217
2020-03-10,Total,43.30314501381499,17834.521739130436,18657.277173913044
2020-03-11,Diesel,46.18152794137353,10863.032608695652,10625.255434782608
2020-03-11,Petrol,41.28849197728683,6969.679347826087,7458.375
2020-03-11,Total,43.58499875822044,17832.690217391304,18083.635869565216
2020-03-12,Diesel,45.43673187010457,11417.907608695652,10873.010869565218
2020-03-12,Petrol,41.183301916565554,7507.467391304348,7489.75
2020-03-12,Total,43.189238098731565,18925.385869565216,18362.70108695652
2020-03-13,Diesel,44.24486048182985,11552.728260869566,10599.375
2020-03-13,Petrol,40.114216731241626,8215.630434782608,7283.027173913043
2020-03-13,Total,42.068110089338404,19768.369565217392,17882.396739130436
2020-03-14,Diesel,45.83165293204148,8333.451086956522,9591.114130434782
2020-03-14,Petrol,39.656439924458354,7559.880434782609,7213.641304347826
2020-03-14,Total,42.56543830191835,15893.353260869566,16804.793478260868
2020-03-15,Diesel,47.613462192708674,7209.79347826087,8575.146739130434
2020-03-15,Petrol,39.571085209015315,6712.820652173913,6654.961956521739
2020-03-15,Total,43.37615495305255,13922.608695652174,15230.119565217392
2020-03-16,Diesel,46.5535506256439,11404.842391304348,10652.565217391304
2020-03-16,Petrol,39.02381025650084,7759.347826086957,7295.369565217391
2020-03-16,Total,42.57588887883432,19164.222826086956,17947.934782608696
2020-03-17,Diesel,46.082853413315476,11298.630434782608,10884.119565217392
2020-03-17,Petrol,39.29316014202323,7455.771739130435,7592.048913043478
2020-03-17,Total,42.51232632223419,18754.33695652174,18476.16304347826
2020-03-18,Diesel,46.080149720067894,10977.41847826087,11054.423913043478
2020-03-18,Petrol,40.298179613589,7081.103260869565,7844.951086956522
2020-03-18,Total,43.027460131548295,18058.570652173912,18899.402173913044
2020-03-19,Diesel,44.929329465845065,11433.451086956522,10630.934782608696
2020-03-19,Petrol,40.783918065144874,7593.902173913043,7965.934782608696
2020-03-19,Total,42.7414080176223,19027.380434782608,18596.880434782608
2020-03-20,Diesel,45.381119698673224,10380.994565217392,10614.940217391304
2020-03-20,Petrol,41.621763975789406,7020.869565217391,7613.45652173913
2020-03-20,Total,43.3847823483319,17401.96195652174,18228.402173913044
2020-03-21,Diesel,48.793582957213175,6801.858695652174,9175.521739130434
2020-03-21,Petrol,42.9219448077732,5940.494565217391,7001.228260869565
2020-03-21,Total,45.67135209282444,12742.29347826087,16176.804347826086
2020-03-22,Diesel,53.74681958709811,4726.413043478261,8408.16304347826
2020-03-22,Petrol,45.2695044549663,4374.195652173913,6276.766304347826
2020-03-22,Total,49.258148899613495,9100.532608695652,14684.907608695652
2020-03-23,Diesel,54.962368854426565,8951.570652173914,9679.130434782608
2020-03-23,Petrol,47.83852293495677,5208.222826086957,7273.065217391304
2020-03-23,Total,51.172989558527554,14159.804347826086,16952.179347826088
2020-03-24,Diesel,58.06091725709522,6939.701086956522,9229.396739130434
2020-03-24,Petrol,51.543981194565006,3599.7445652173915,6526.494565217391
2020-03-24,Total,54.59568219179196,10539.423913043478,15755.798913043478
2020-03-25,Diesel,60.254595721412564,5499.092391304348,7151.467391304348
2020-03-25,Petrol,54.5499358135131,2778.5978260869565,5153.625
2020-03-25,Total,57.228559714723026,8277.75,12305.108695652174
2020-03-26,Diesel,61.64818646659865,5103.701086956522,6130.880434782609
2020-03-26,Petrol,56.564206127008646,2613.9565217391305,4185.298913043478
2020-03-26,Total,58.95684201971153,7717.608695652174,10316.201086956522
2020-03-27,Diesel,60.839007650682454,5127.478260869565,4542.173913043478
2020-03-27,Petrol,56.3775597267185,3005.163043478261,2749.728260869565
2020-03-27,Total,58.484310703204706,8132.565217391304,7291.902173913043
2020-03-28,Diesel,60.90720215050128,2829.320652173913,2829.788043478261
2020-03-28,Petrol,56.23454030009463,2218.4565217391305,2105.070652173913
2020-03-28,Total,58.44002256032948,5047.798913043478,4934.83152173913
2020-03-29,Diesel,61.26809404559021,1954.8858695652175,2300.7554347826085
2020-03-29,Petrol,56.18237795516941,1554.3695652173913,1572.7771739130435
2020-03-29,Total,58.58135107440126,3509.282608695652,3873.483695652174
2020-03-30,Diesel,59.608115709042806,4374.385869565217,3208.125
2020-03-30,Petrol,55.62936296383997,2206.217391304348,1754.7391304347825
2020-03-30,Total,57.50481335415284,6580.570652173913,4962.83152173913
2020-03-31,Diesel,57.30425103475647,4510.83152173913,2904.467391304348
2020-03-31,Petrol,54.568066499012225,2299.4945652173915,1424.0217391304348
2020-03-31,Total,55.86081828362576,6810.315217391304,4328.489130434783
2020-04-01,Diesel,55.0844656173319,4485.733695652174,2881.086956521739
2020-04-01,Petrol,53.36141081657683,2311.0652173913045,1309.4619565217392
2020-04-01,Total,54.17455615323147,6796.760869565217,4190.570652173913
2020-04-02,Diesel,53.04643881396264,4533.532608695652,3053.429347826087
2020-04-02,Petrol,51.978724757121405,2397.625,1241.9728260869565
2020-04-02,Total,52.48519728500347,6931.184782608696,4295.483695652174
2020-04-03,Diesel,51.144567304223855,4603.690217391304,3235.336956521739
2020-04-03,Petrol,50.15155784834739,2718.195652173913,1296.9565217391305
2020-04-03,Total,50.60782949511317,7321.907608695652,4532.309782608696
2020-04-04,Diesel,51.19342753132254,2740.163043478261,2729.358695652174
2020-04-04,Petrol,49.12960539015886,2203.3260869565215,1373.3695652173913
2020-04-04,Total,50.09912665312078,4943.434782608696,4102.744565217391
2020-04-05,Diesel,51.870304827766404,1972.858695652174,2506.211956521739
2020-04-05,Petrol,48.715975350513595,1637.9673913043478,1289.0326086956522
2020-04-05,Total,50.2078765434448,3610.7608695652175,3795.2010869565215
2020-04-06,Diesel,49.94781583501989,4295.83152173913,3003.9565217391305
2020-04-06,Petrol,47.71021624743715,2156.478260869565,1346.0597826086957
2020-04-06,Total,48.76929777341787,6452.255434782609,4350.065217391304
2020-04-07,Diesel,48.728589477763805,4306.434782608696,3311.891304347826
2020-04-07,Petrol,47.04471061959665,2126.282608695652,1563.641304347826
2020-04-07,Total,47.81581731067759,6432.766304347826,4875.516304347826
2020-04-08,Diesel,47.69210895361983,4375.173913043478,3642.5434782608695
2020-04-08,Petrol,46.150470440909636,2188.782608695652,1491.0978260869565
2020-04-08,Total,46.849599538629676,6563.95652173913,5133.619565217391
2020-04-09,Diesel,46.53847829150477,4725.108695652174,3843.0815217391305
2020-04-09,Petrol,44.95399053880998,2513.4565217391305,1534.9728260869565
2020-04-09,Total,45.669510190093405,7238.548913043478,5378.086956521739
2020-04-10,Diesel,47.184536736864096,3152.5652173913045,3584.6521739130435
2020-04-10,Petrol,44.22157747657266,2215.5760869565215,1595.7010869565217
2020-04-10,Total,45.58715978317077,5368.097826086957,5180.385869565217
2020-04-11,Diesel,48.042936458337046,2432.6141304347825,3095.5978260869565
2020-04-11,Petrol,44.184634865107924,1988.6684782608695,1968.5923913043478
2020-04-11,Total,45.96395833347982,4421.266304347826,5064.179347826087
2020-04-12,Diesel,49.478826298595756,1394.5597826086957,2426.445652173913
2020-04-12,Petrol,44.87502364812657,1140.3641304347825,1795.8315217391305
2020-04-12,Total,47.00442158099774,2534.896739130435,4222.233695652174
2020-04-13,Diesel,49.701227073092824,2472.108695652174,2665.1847826086955
2020-04-13,Petrol,44.6305841003463,1770.1576086956522,1520.1739130434783
2020-04-13,Total,46.96391762530485,4242.282608695652,4185.380434782609
2020-04-14,Diesel,47.89208015141769,4539.320652173913,3263.266304347826
2020-04-14,Petrol,44.163786747301394,2318.570652173913,1894.4021739130435
2020-04-14,Total,45.875362670815186,6857.913043478261,5157.58152173913
2020-04-15,Diesel,46.15652569956319,4580.70652173913,3244.2989130434785
2020-04-15,Petrol,43.548612351664694,2310.7010869565215,1756.9891304347825
2020-04-15,Total,44.73779169137288,6891.391304347826,5001.277173913043
2020-04-16,Diesel,45.17635134043417,4573.70652173913,3875.2934782608695
2020-04-16,Petrol,42.891963439986974,2300.5271739130435,1739.695652173913
2020-04-16,Total,43.931262590923296,6874.239130434783,5614.994565217391
2020-04-17,Diesel,44.033268831671705,4661.304347826087,3879.6521739130435
2020-04-17,Petrol,42.02140255862191,2517.375,1849.7826086956522
2020-04-17,Total,42.93290778732638,7178.630434782609,5729.445652173913
2020-04-18,Diesel,43.93790500340683,2861.9402173913045,2817.288043478261
2020-04-18,Petrol,41.21982967918074,2139.4945652173915,1413.3097826086957
2020-04-18,Total,42.4694827784136,5001.445652173913,4230.548913043478
2020-04-19,Diesel,45.10003377285466,2171.8804347826085,3046.8478260869565
2020-04-19,Petrol,40.94789412246544,1763.4130434782608,1576.9021739130435
2020-04-19,Total,42.87858366589024,3935.353260869565,4623.826086956522
2020-04-20,Diesel,43.86308010590893,4801.005434782609,3965.271739130435
2020-04-20,Petrol,40.54934591940436,2421.461956521739,2126.8804347826085
2020-04-20,Total,42.085246508870355,7222.554347826087,6092.146739130435
2020-04-21,Diesel,42.86104771556892,4910.135869565217,4020.195652173913
2020-04-21,Petrol,40.098719993071384,2462.9347826086955,2070.4945652173915
2020-04-21,Total,41.37510884674099,7373.054347826087,6090.635869565217
2020-04-22,Diesel,42.34850518633126,4917.625,4629.027173913043
2020-04-22,Petrol,39.659229571124605,2491.6358695652175,2125.891304347826
2020-04-22,Total,40.90139500718632,7409.277173913043,6754.951086956522
2020-04-23,Diesel,41.04290068429885,4931.83152173913,3957.907608695652
2020-04-23,Petrol,38.71425092991782,2568.038043478261,1770.3260869565217
2020-04-23,Total,39.789274000577336,7499.934782608696,5728.239130434783
2020-04-24,Diesel,40.24075820372983,5084.853260869565,4516.271739130435
2020-04-24,Petrol,37.54222160645316,3028.396739130435,2022.5652173913043
2020-04-24,Total,38.7880949540268,8113.320652173913,6538.815217391304
2020-04-25,Diesel,40.819168988120424,3183.961956521739,3514.3260869565215
2020-04-25,Petrol,36.732726030340466,2562.9728260869565,1908.5054347826087
2020-04-25,Total,38.625299807212734,5746.923913043478,5422.836956521739
2020-04-26,Diesel,42.334851583124134,2434.6847826086955,3539.233695652174
2020-04-26,Petrol,36.768071147256585,2006.4673913043478,2095.728260869565
2020-04-26,Total,39.3604351648375,4441.119565217391,5634.940217391304
2020-04-27,Diesel,41.93681415553122,5097.271739130435,4907.538043478261
2020-04-27,Petrol,36.97336037924335,2638.521739130435,2818.657608695652
2020-04-27,Total,39.284022259925834,7735.842391304348,7726.163043478261
2020-04-28,Diesel,42.1042737676993,5127.527173913043,5214.413043478261
2020-04-28,Petrol,37.548539538812356,2486.967391304348,2891.7065217391305
2020-04-28,Total,39.67960267047341,7614.472826086957,8106.08152173913
2020-04-29,Diesel,42.08410755709624,5221.510869565217,5255.58152173913
2020-04-29,Petrol,38.03968959829836,2608.304347826087,3047.4021739130435
2020-04-29,Total,39.92220483813878,7829.782608695652,8303.0
2020-04-30,Diesel,41.94458577116543,5426.646739130435,5315.923913043478
2020-04-30,Petrol,38.1508602554528,2811.2771739130435,2896.929347826087
2020-04-30,Total,39.91981258237775,8237.972826086956,8212.809782608696
2020-05-01,Diesel,41.76109091940412,5497.777173913043,5376.369565217391
2020-05-01,Petrol,38.03718733024,3126.788043478261,3026.2445652173915
2020-05-01,Total,39.78375577382675,8624.58152173913,8402.548913043478
2020-05-02,Diesel,42.8543256299769,3499.603260869565,4256.29347826087
2020-05-02,Petrol,37.812992772606115,2815.1684782608695,2639.0054347826085
2020-05-02,Total,40.188309666348225,6314.804347826087,6895.315217391304
2020-05-03,Diesel,43.51652672053715,2658.782608695652,3206.836956521739
2020-05-03,Petrol,37.727992193428925,2147.8097826086955,2137.0271739130435
2020-05-03,Total,40.45677881900693,4806.597826086957,5343.842391304348
2020-05-04,Diesel,42.99911229540683,5463.130434782609,5100.652173913043
2020-05-04,Petrol,38.01171238031204,2805.7771739130435,2965.0652173913045
2020-05-04,Total,40.3534162357625,8268.929347826086,8065.711956521739
2020-05-05,Diesel,42.80569337275148,5578.853260869565,5444.907608695652
2020-05-05,Petrol,38.45311256042141,2812.6195652173915,3188.9347826086955
2020-05-05,Total,40.5013029758414,8391.429347826086,8633.858695652174
2020-05-06,Diesel,42.997119548521624,5609.429347826087,5790.663043478261
2020-05-06,Petrol,38.80288810831307,2928.9347826086955,3219.103260869565
2020-05-06,Total,40.782649239956335,8538.282608695652,9009.820652173914
2020-05-07,Diesel,42.83315118024453,5792.804347826087,5565.978260869565
2020-05-07,Petrol,38.577169490410405,3219.038043478261,2948.6684782608695
2020-05-07,Total,40.59496874273127,9011.902173913044,8514.75
2020-05-08,Diesel,44.50107675852854,3723.092391304348,5025.222826086957
2020-05-08,Petrol,38.46001809681679,2741.5652173913045,2602.6684782608695
2020-05-08,Total,41.33658715408269,6464.635869565217,7627.858695652174
2020-05-09,Diesel,45.666903963125776,3245.3858695652175,3980.1739130434785
2020-05-09,Petrol,38.44703139708951,2707.2445652173915,2687.407608695652
2020-05-09,Total,41.867250715610304,5952.690217391304,6667.570652173913
2020-05-10,Diesel,46.288992793748115,2738.853260869565,3227.4184782608695
2020-05-10,Petrol,38.516603435887056,2173.195652173913,2246.407608695652
2020-05-10,Total,42.19461900511847,4912.086956521739,5473.809782608696
2020-05-11,Diesel,45.807922410836575,6055.070652173913,5732.402173913043
2020-05-11,Petrol,38.433370814483695,3238.413043478261,3262.3152173913045
2020-05-11,Total,41.924474571667204,9293.521739130434,8994.75
2020-05-12,Diesel,45.113950155283526,6264.217391304348,5828.114130434783
2020-05-12,Petrol,38.17561808845071,3437.586956521739,3217.396739130435
2020-05-12,Total,41.45585924520054,9701.826086956522,9045.554347826086
2020-05-13,Diesel,44.41164162286326,6356.380434782609,5809.114130434783
2020-05-13,Petrol,37.78475696863271,3629.771739130435,3271.4891304347825
2020-05-13,Total,40.9138616675267,9986.08152173913,9080.619565217392
2020-05-14,Diesel,44.430698974914264,6463.646739130435,6498.657608695652
2020-05-14,Petrol,37.731736847555055,3759.2065217391305,3719.788043478261
2020-05-14,Total,40.88827318330437,10222.853260869566,10218.5
2020-05-15,Diesel,44.36919718491789,6563.847826086957,6455.798913043478
2020-05-15,Petrol,37.57174028146458,4158.358695652174,3936.108695652174
2020-05-15,Total,40.77775721791274,10722.157608695652,10391.902173913044
2020-05-16,Diesel,44.87832994681917,4464.358695652174,4861.521739130435
2020-05-16,Petrol,36.41979435558223,3863.4402173913045,2977.2608695652175
2020-05-16,Total,40.39839680997931,8327.815217391304,7838.788043478261
2020-05-17,Diesel,46.28855611584526,3533.8260869565215,4618.211956521739
2020-05-17,Petrol,36.43081217378371,3133.2989130434785,3161.5054347826085
2020-05-17,Total,41.07067465530368,6667.125,7779.739130434783
2020-05-18,Diesel,45.90320292338303,6538.630434782609,6353.58152173913
2020-05-18,Petrol,37.1583503412989,3578.445652173913,4169.913043478261
2020-05-18,Total,41.291719683148024,10117.054347826086,10523.467391304348
2020-05-19,Diesel,45.15259551135204,6583.353260869565,6081.353260869565
2020-05-19,Petrol,37.345669683299704,3613.396739130435,3785.429347826087
2020-05-19,Total,41.03641227598744,10196.717391304348,9866.809782608696
2020-05-20,Diesel,45.215651856924076,6599.945652173913,6726.260869565217
2020-05-20,Petrol,37.464671169262786,3775.7934782608695,3915.0978260869565
2020-05-20,Total,41.13416779265046,10375.766304347826,10641.326086956522
2020-05-21,Diesel,44.74018421689691,6739.364130434783,6336.184782608696
2020-05-21,Petrol,37.97145464803058,3859.1358695652175,4249.467391304348
2020-05-21,Total,41.172763085793534,10598.510869565218,10585.728260869566
2020-05-22,Diesel,44.28593611033585,7016.989130434783,6741.58152173913
2020-05-22,Petrol,37.818127228808734,4302.95652173913,4193.336956521739
2020-05-22,Total,40.87699484204223,11319.934782608696,10934.896739130434
2020-05-23,Diesel,45.5159397101737,4757.766304347826,5559.592391304348
2020-05-23,Petrol,37.52609682883335,3888.391304347826,3608.9184782608695
2020-05-23,Total,41.29701441633781,8646.184782608696,9168.505434782608
2020-05-24,Diesel,47.50812334883449,3543.3478260869565,5005.842391304348
2020-05-24,Petrol,37.831274429215526,3229.2391304347825,3477.7934782608695
2020-05-24,Total,42.38799375256303,6772.614130434783,8483.646739130434
2020-05-25,Diesel,49.20720372220456,4561.538043478261,5918.407608695652
2020-05-25,Petrol,38.24420598111946,3723.0760869565215,4107.804347826087
2020-05-25,Total,43.414065602748835,8284.565217391304,10026.173913043478
2020-05-26,Diesel,48.00281753142344,7113.663043478261,6251.016304347826
2020-05-26,Petrol,38.56622302452693,4053.961956521739,4336.690217391304
2020-05-26,Total,43.026046675933785,11167.630434782608,10587.701086956522
2020-05-27,Diesel,47.59526562285705,7096.847826086957,6671.217391304348
2020-05-27,Petrol,39.16835534538768,4073.6739130434785,4564.358695652174
2020-05-27,Total,43.135952457512865,11170.527173913044,11235.603260869566
2020-05-28,Diesel,46.361336196614936,7279.95652173913,6388.788043478261
2020-05-28,Petrol,38.91923193536522,4326.29347826087,4160.277173913043
2020-05-28,Total,42.423419823738186,11606.315217391304,10549.03804347826
2020-05-29,Diesel,45.11965875845012,7597.048913043478,6717.375
2020-05-29,Petrol,38.11932864552559,5005.315217391304,4283.336956521739
2020-05-29,Total,41.44465596678826,12602.407608695652,11000.679347826086
2020-05-30,Diesel,45.20055296518449,5328.396739130435,5427.451086956522
2020-05-30,Petrol,37.05465776761399,4722.603260869565,3870.6521739130435
2020-05-30,Total,40.922180438328716,10050.929347826086,9298.190217391304
2020-05-31,Diesel,45.94003626451863,4389.086956521739,4957.923913043478
2020-05-31,Petrol,36.6161544864471,4047.8260869565215,3771.353260869565
2020-05-31,Total,41.0505023040144,8436.907608695652,8729.271739130434
2020-06-01,Diesel,44.764468886936754,7593.967391304348,6719.934782608696
2020-06-01,Petrol,36.52714118758877,4477.75,4388.239130434783
2020-06-01,Total,40.439869328153165,12071.71195652174,11108.152173913044
2020-06-02,Diesel,44.69850765462722,7481.603260869565,7499.032608695652
2020-06-02,Petrol,37.07364179294652,4344.125,4841.445652173913
2020-06-02,Total,40.685943345478435,11825.701086956522,12340.46195652174
2020-06-03,Diesel,45.19908378878378,7357.70652173913,7702.059782608696
2020-06-03,Petrol,38.339537660877916,4033.429347826087,5074.951086956522
2020-06-03,Total,41.59582580221267,11391.16847826087,12776.994565217392
2020-06-04,Diesel,45.5307509526692,7493.494565217391,7804.951086956522
2020-06-04,Petrol,39.27755195050047,4233.451086956522,4993.940217391304
2020-06-04,Total,42.26290376946795,11726.951086956522,12798.847826086956
2020-06-05,Diesel,45.69040051448511,7610.315217391304,7787.771739130435
2020-06-05,Petrol,39.645878895753114,4622.353260869565,4944.228260869565
